Car Name,Car Webpage,Car Health,Price,Car Exterior Color,Car Interior Color,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected,Make,Model,Trim,Body Class,Model Year,Seating Capacity
"2022 Ram 1500 Classic Tradesman Quad Cab 6'4"" Box 2WD",https://www.truecar.com/used-cars-for-sale/listing/1C6RR6FG6NS165574/2022-ram-1500-classic/,Used,"$25,209",Bright White Clearcoat,Black,"52,701 miles",Gas,17 city / 25 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Savannah, GA (2158 miles away)",Listed 51 days ago,1C6RR6FG6NS165574,ST0155,0,1,Clean Title,Rental,1/1/2025,RAM,1500,Quad Cab,Pickup,2022,
2024 Nissan Altima 2.5 SV FWD,https://www.truecar.com/used-cars-for-sale/listing/1N4BL4DV7RN432054/2024-nissan-altima/,Certified Pre-Owned,"$19,899",Super Black,Charcoal,"16,728 miles",Gas,27 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Union City, GA (1942 miles away)",Listed 48 days ago,1N4BL4DV7RN432054,P1262,0,1,Clean Title,Rental,1/4/2025,NISSAN,Altima,SV,Sedan/Saloon,2024,5
2024 GMC Sierra 1500 SLT Crew Cab Short Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/3GTUUDED2RG390701/2024-gmc-sierra-1500/,Used,"$56,427",Summit White,Jet Black,"8,546 miles",Gas,15 city / 20 highway,,Automatic Transmission,4WD,5.3L V-8 Gas V,"Columbus, GA (1931 miles away)",Listed 9 days ago,3GTUUDED2RG390701,RG390701,0,2,Clean Title,Mixed,2/12/2025,GMC,Sierra,SLT,Pickup,2024,
"2005 Ford Super Duty F-250 King Ranch Crew Cab 156"" 4WD",https://www.truecar.com/used-cars-for-sale/listing/1FTSW21P55EA59215/2005-ford-super-duty-f-250/,Used,"$10,995",Red,Beige,"200,116 miles",Diesel,,,Automatic Transmission,4WD,6.0L V-8 Diesel V,"Liburn, GA (1962 miles away)",Listed 26 days ago,1FTSW21P55EA59215,FA59215,0,2,Clean Title,Fleet,1/26/2025,FORD,F-250,,Pickup,2005,
2018 Jeep Renegade Latitude 4WD,https://www.truecar.com/used-cars-for-sale/listing/ZACCJBBB3JPH72783/2018-jeep-renegade/,Used,"$12,800",Jetset Blue,Sandstorm/Black,"92,122 miles",Gas,24 city / 31 highway,,Automatic Transmission,4WD,2.4L Inline-4 Gas Inline,"Macon, GA (2000 miles away)",Listed 80 days ago,ZACCJBBB3JPH72783,15769,1 Accident,4,Clean Title,Fleet,2/17/2025,JEEP,Renegade,Latitude (North for Canada),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2018,5
2017 Nissan Titan XD SV Single Cab Diesel 4WD,https://www.truecar.com/used-cars-for-sale/listing/1N6BA1RPXHN513408/2017-nissan-titan-xd/,Used,"$25,999",Cayenne Red,Beige,"59,273 miles",Diesel,,,Automatic Transmission,4WD,5.0L V-8 Diesel V,"Savannah, GA (2158 miles away)",Listed 34 days ago,1N6BA1RPXHN513408,HN513408,0,1,Clean Title,Personal,1/18/2025,NISSAN,Titan,,Pickup,2017,
2021 Ford Mustang EcoBoost Premium Fastback,https://www.truecar.com/used-cars-for-sale/listing/1FA6P8TH2M5135484/2021-ford-mustang/,Used,"$17,999",Oxford White,Ebony,"59,189 miles",Gas,21 city / 29 highway,,Automatic Transmission,RWD,2.3L Inline-4 Gas Inline,"Maple Shade, NJ (2413 miles away)",Listed 62 days ago,1FA6P8TH2M5135484,135484SD,0,1,Clean Title,Personal,12/21/2024,FORD,Mustang,,Coupe,2021,4
2020 Cadillac XT5 Premium Luxury FWD,https://www.truecar.com/used-cars-for-sale/listing/1GYKNCRS1LZ199182/2020-cadillac-xt5/,Used,"$25,500",Garnet Metallic,Cirrus,"30,294 miles",Gas,21 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Cumming, GA (1955 miles away)",Listed 16 days ago,1GYKNCRS1LZ199182,HC894275A,0,1,Clean Title,Personal,2/5/2025,CADILLAC,XT5,Premium Luxury,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2020,5
2023 Toyota Camry LE Automatic FWD,https://www.truecar.com/used-cars-for-sale/listing/4T1C11AK8PU133961/2023-toyota-camry/,Used,"$22,998",White,Black,"35,663 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Gainesville, GA (9 miles away)",Listed 5 days ago,4T1C11AK8PU133961,26935815,0,1,Clean Title,Rental,2/5/2025,TOYOTA,Camry,LE,Sedan/Saloon,2023,5
2022 Chevrolet Colorado LT Extended Cab Standard Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1GCHSCEA0N1273781/2022-chevrolet-colorado/,Used,"$22,998",Summit White,Jet Black,"44,833 miles",Gas,19 city / 25 highway,,Automatic Transmission,RWD,2.5L Inline-4 Gas Inline,"Montgomery, AL (9 miles away)",Listed 2 days ago,1GCHSCEA0N1273781,26692653,0,1,Clean Title,Fleet,2/12/2025,CHEVROLET,Colorado,LT,Pickup,2022,
2017 Jeep Grand Cherokee Laredo RWD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJEAG9HC757292/2017-jeep-grand-cherokee/,Used,"$16,228",Bright White Clearcoat,Black,"49,510 miles",Gas,19 city / 26 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Savannah, GA (2158 miles away)",Listed 93 days ago,1C4RJEAG9HC757292,M245809A,1 Accident,1,Clean Title,Personal,2/3/2025,JEEP,Grand Cherokee,Laredo,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,5
2014 Land Rover Range Rover SC Autobiography,https://www.truecar.com/used-cars-for-sale/listing/SALGV2EF9EA136520/2014-land-rover-range-rover/,Used,"$25,590",Indus Silver Metallic,Red,"85,361 miles",Gas,14 city / 19 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Marietta, GA (1937 miles away)",Listed 211 days ago,SALGV2EF9EA136520,136520,0,2,Clean Title,Personal,12/22/2024,LAND ROVER,Range Rover,Autobiography,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2014,
2017 Jeep Wrangler Unlimited Sport,https://www.truecar.com/used-cars-for-sale/listing/1C4BJWDG9HL754993/2017-jeep-wrangler/,Used,"$19,298",Granite Crystal Metallic Clearcoat,Black,"85,463 miles",Gas,16 city / 21 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Bluffington, SC (2165 miles away)",Listed 37 days ago,1C4BJWDG9HL754993,HL754993,0,4,Clean Title,Fleet,1/15/2025,JEEP,Wrangler,Unlimited Sport,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,5
2022 Dodge Charger SXT RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDXBG6NH216043/2022-dodge-charger/,Used,"$20,998",Triple Nickel Clearcoat,Black,"57,587 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Roswell, GA (9 miles away)",Listed 5 days ago,2C3CDXBG6NH216043,26907157,0,1,Clean Title,Mixed,1/26/2025,DODGE,Charger,,Sedan/Saloon,2022,5
2023 Toyota Corolla LE CVT FWD,https://www.truecar.com/used-cars-for-sale/listing/5YFB4MDE7PP014679/2023-toyota-corolla/,Used,"$19,620",Celestite,Black,"20,601 miles",Gas,32 city / 41 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Lithia Springs, GA (1934 miles away)",Listed 29 days ago,5YFB4MDE7PP014679,RU165126B,0,1,Clean Title,Personal,1/23/2025,TOYOTA,Corolla,,Sedan/Saloon,2023,5
2013 Ford F-150 STX SuperCab 6.5' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FTFX1EF2DFD14700/2013-ford-f-150/,Used,"$12,800",Black,Gray,"113,220 miles",Gas,16 city / 21 highway,,Automatic Transmission,4WD,5.0L V-8 Gas V,"Houston, TX (1383 miles away)",Listed 78 days ago,1FTFX1EF2DFD14700,238,0,3,Clean Title,Personal,2/18/2025,FORD,F-150,,Pickup,2013,
2020 Chevrolet Silverado 1500 LTZ Crew Cab Short Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/3GCUYGED7LG446516/2020-chevrolet-silverado-1500/,Used,"$35,990",Satin Steel Metallic,Jet Black,"60,765 miles",Gas,16 city / 22 highway,,Automatic Transmission,4WD,5.3L V-8 Gas V,"Troy, AL (1886 miles away)",Listed 12 days ago,3GCUYGED7LG446516,25014B,0,2,Clean Title,Personal,2/9/2025,CHEVROLET,Silverado,LTZ,Pickup,2020,6
2022 GMC Sierra 1500 Limited AT4 Crew Cab Short Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GTP9EEL9NZ219479/2022-gmc-sierra-1500-limited/,Used,"$47,170",Dark Sky Metallic,Jet Black With Kalahari Accents,"38,901 miles",Gas,20 city / 23 highway,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Columbus, GA (1932 miles away)",Listed 9 days ago,1GTP9EEL9NZ219479,CA219479,1 Accident,1,Clean Title,Personal,2/12/2025,GMC,Sierra Limited,AT4,Pickup,2022,
2011 Honda Civic LX Coupe Automatic,https://www.truecar.com/used-cars-for-sale/listing/2HGFG1B64BH512275/2011-honda-civic/,Used,"$7,900",Crystal Black Pearl,Gray,"100,659 miles",Gas,25 city / 36 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Ellenwood, GA (1957 miles away)",Listed 37 days ago,2HGFG1B64BH512275,CMZ512275,0,3,Clean Title,Personal,1/1/2025,HONDA,Civic,LX,Coupe,2011,
2023 Dodge Challenger SXT RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDZAG8PH653297/2023-dodge-challenger/,Used,"$23,399",Pitch Black Clearcoat,Black,"21,185 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Union City, GA (1942 miles away)",Listed 36 days ago,2C3CDZAG8PH653297,RM436521A,0,1,Clean Title,Personal,1/16/2025,DODGE,Challenger,,Sedan/Saloon,2023,
2022 Toyota Corolla SE CVT,https://www.truecar.com/used-cars-for-sale/listing/JTDS4MCEXN3503035/2022-toyota-corolla/,Used,"$20,998",Celestite,Moonstone,"47,161 miles",Gas,31 city / 40 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Stockbridge, GA (9 miles away)",Listed 5 days ago,JTDS4MCEXN3503035,26698682,0,2,Clean Title,Personal,2/9/2025,TOYOTA,Corolla,SE,Sedan/Saloon,2022,5
2023 Toyota Corolla LE CVT FWD,https://www.truecar.com/used-cars-for-sale/listing/5YFB4MDE2PP079276/2023-toyota-corolla/,Used,"$21,998",Gray,Black,"6,981 miles",Gas,32 city / 41 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Buford, GA (9 miles away)",Listed 8 days ago,5YFB4MDE2PP079276,26941140,0,1,Clean Title,Personal,2/2/2025,TOYOTA,Corolla,,Sedan/Saloon,2023,5
2024 Chevrolet Silverado 1500 LTZ Crew Cab Short Bed 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GCUDGED0RZ391895/2024-chevrolet-silverado-1500/,Used,"$51,986",Radiant Red Tintcoat,Jet Black,"3,277 miles",Gas,15 city / 20 highway,,Automatic Transmission,4WD,5.3L V-8 Gas V,"Pooler, GA (2149 miles away)",Listed 43 days ago,1GCUDGED0RZ391895,STK391895,0,1,Clean Title,Personal,1/9/2025,CHEVROLET,Silverado,LTZ,Pickup,2024,
2022 Ford Bronco Big Bend 4 Door 4WD,https://www.truecar.com/used-cars-for-sale/listing/1FMDE5BH2NLB24047/2022-ford-bronco/,Used,"$32,270",Race Red,Unknown,"45,666 miles",Gas,20 city / 21 highway,,Manual Transmission,4WD,2.3L Inline-4 Gas Inline,"Newnan, GA (1933 miles away)",Listed 78 days ago,1FMDE5BH2NLB24047,NLB24047,0,1,Clean Title,Personal,12/20/2024,FORD,Bronco,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,5
2009 Pontiac G8 4dr Sedan,https://www.truecar.com/used-cars-for-sale/listing/6G2ER57719L171354/2009-pontiac-g8/,Used,"$7,999",Panther Black Metallic,Onyx,"149,191 miles",Gas,17 city / 25 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Seymour, IN (1834 miles away)",Listed 33 days ago,6G2ER57719L171354,V1627B,0,6,Clean Title,Personal,1/19/2025,PONTIAC,G8,Base,Sedan/Saloon,2009,
2022 Toyota Corolla LE CVT,https://www.truecar.com/used-cars-for-sale/listing/5YFEPMAE0NP389268/2022-toyota-corolla/,Used,"$20,998",Classic Silver Metallic,Black,"18,060 miles",Gas,30 city / 38 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Warner Robins, GA (9 miles away)",Listed 8 days ago,5YFEPMAE0NP389268,26771380,0,2,Clean Title,Personal,2/13/2025,TOYOTA,Corolla,LE,Sedan/Saloon,2022,5
2015 Hyundai Sonata SE 2.4L,https://www.truecar.com/used-cars-for-sale/listing/5NPE24AF6FH160731/2015-hyundai-sonata/,Used,"$9,999",Symphony Silver,Gray,"17,277 miles",Gas,25 city / 37 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Hallandale Beach, FL (2345 miles away)",Listed 1 day ago,5NPE24AF6FH160731,160731,0,2,Clean Title,Fleet,2/18/2025,HYUNDAI,Sonata,,Sedan/Saloon,2015,
2022 Chrysler Pacifica Touring L FWD,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1BG2NR113699/2022-chrysler-pacifica/,Used,"$22,583",Granite Crystal Metallic Clearcoat,Black/Alloy/Black,"67,896 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Columbus, GA (1931 miles away)",Listed 43 days ago,2C4RC1BG2NR113699,NR113699,0,1,Clean Title,Fleet,1/9/2025,CHRYSLER,Pacifica,Touring L,Minivan,2022,7
2016 Nissan Rogue SL FWD,https://www.truecar.com/used-cars-for-sale/listing/JN8AT2MT0GW009658/2016-nissan-rogue/,Used,"$10,995",Magnetic Black,Charcoal,"79,796 miles",Gas,26 city / 33 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Marietta, GA (1937 miles away)",Listed 6 days ago,JN8AT2MT0GW009658,009658,0,2,Clean Title,Fleet,2/15/2025,NISSAN,Rogue,,Crossover Utility Vehicle (CUV),2016,
2024 Mercedes-Benz GLE 350 4MATIC SUV,https://www.truecar.com/used-cars-for-sale/listing/4JGFB4FB8RB120128/2024-mercedes-benz-gle/,Certified Pre-Owned,"$62,498",Manufaktur Cardinal Red Metallic,Macchiato/Black,"8,743 miles",Gas,20 city / 27 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Bluffington, SC (2165 miles away)",Listed 15 days ago,4JGFB4FB8RB120128,RB120128,0,1,Clean Title,Personal,2/6/2025,MERCEDES-BENZ,GLE-Class,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2024,
2023 Ford Escape ST-Line Elite AWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU9PA2PUA04506/2023-ford-escape/,Used,"$26,594",Iconic Silver Metallic,Ebony,"12,469 miles",Gas,42 city / 36 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Hardeeville, SC (2161 miles away)",Listed 23 days ago,1FMCU9PA2PUA04506,PUA04506,0,1,Clean Title,Personal,12/30/2024,FORD,Escape,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,5
2012 Jeep Wrangler Unlimited Rubicon 4WD,https://www.truecar.com/used-cars-for-sale/listing/1C4BJWFG6CL118876/2012-jeep-wrangler/,Used,"$8,800",Bright White,Black/Dark Saddle Interior,"170,432 miles",Gas,16 city / 21 highway,,Manual Transmission,4WD,3.6L V-6 Gas V,"Cedar Falls, IA (1522 miles away)",Listed 15 days ago,1C4BJWFG6CL118876,UH24486A,0,3,Clean Title,Personal,2/6/2025,JEEP,Wrangler,Rubicon,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2012,
2019 Ford Explorer XLT FWD,https://www.truecar.com/used-cars-for-sale/listing/1FM5K7DH9KGA49597/2019-ford-explorer/,Used,"$21,998",Burgundy Velvet Metallic Tinted Clearcoat,Ebony Black,"52,262 miles",Gas,17 city / 24 highway,,Automatic Transmission,FWD,2.3L V-4 Gas V,"Columbus, GA (9 miles away)",Listed 1 day ago,1FM5K7DH9KGA49597,26258580,0,1,Clean Title,Personal,1/18/2025,FORD,Explorer,XLT,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,7
2023 Toyota Camry LE Automatic FWD,https://www.truecar.com/used-cars-for-sale/listing/4T1C11AK8PU716692/2023-toyota-camry/,Used,"$22,245",Midnight Black Metallic,Black,"62,935 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Columbus, GA (1931 miles away)",Listed 9 days ago,4T1C11AK8PU716692,PU716692,0,2,Clean Title,Rental,2/12/2025,TOYOTA,Camry,LE,Sedan/Saloon,2023,5
2019 Audi Q7 SE Premium Plus 3.0,https://www.truecar.com/used-cars-for-sale/listing/WA1LAAF76KD009912/2019-audi-q7/,Used,"$15,600",Glacier White,Nougat Brown,"146,643 miles",Gas,19 city / 25 highway,,Automatic Transmission,AWD,3.0L V-6 Gas V,"Kennesaw, GA (1933 miles away)",Listed 21 days ago,WA1LAAF76KD009912,KD009912,0,2,Clean Title,Personal,1/31/2025,AUDI,Q7,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2019,7
2017 Ford Super Duty F-250 XL Regular Cab 8' Bed RWD,https://www.truecar.com/used-cars-for-sale/listing/1FDBF2A60HEC81832/2017-ford-super-duty-f-250/,Used,"$17,000",White,Gray,"106,526 miles",Gas,,,Automatic Transmission,RWD,6.2L V-8 Gas V,"Smyrna, GA (1937 miles away)",Listed 287 days ago,1FDBF2A60HEC81832,C81832,0,1,Clean Title,Fleet,12/21/2024,FORD,F-250,,Pickup,2017,
2020 Kia Soul GT-Line Turbo DCT,https://www.truecar.com/used-cars-for-sale/listing/KNDJ53AF0L7055134/2020-kia-soul/,Used,"$14,998",Inferno Red,Black,"53,066 miles",Gas,27 city / 32 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Irmo, SC (2124 miles away)",Listed 13 days ago,KNDJ53AF0L7055134,P3170A,0,1,Clean Title,Personal,2/8/2025,KIA,Soul,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2020,5
2012 Toyota Prius Three,https://www.truecar.com/used-cars-for-sale/listing/JTDKN3DU9C1563832/2012-toyota-prius/,Used,"$7,362",Gray,Gray,"114,822 miles",Hybrid,51 city / 48 highway,,Automatic Transmission,FWD,1.8L Inline-4 Hybrid Inline,"Tampa, FL (2162 miles away)",Listed 30 days ago,JTDKN3DU9C1563832,563832,0,2,Clean Title,Fleet,1/22/2025,TOYOTA,Prius,,Hatchback/Liftback/Notchback,2012,
2015 Honda Accord EX-L Sedan I4 CVT,https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F86FA041989/2015-honda-accord/,Used,"$7,000",Modern Steel Metallic,Gray,"276,427 miles",Gas,27 city / 36 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Norcross, GA (1956 miles away)",Listed 20 days ago,1HGCR2F86FA041989,FA041989-355,0,1,Clean Title,Personal,2/1/2025,HONDA,Accord,EX-L,Sedan/Saloon,2015,
2022 Dodge Charger SXT RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDXBGXNH220337/2022-dodge-charger/,Used,"$18,557",Pitch Black Clearcoat,Black,"59,587 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Roseville, CA (361 miles away)",Listed 23 days ago,2C3CDXBGXNH220337,NH220337PW,0,1,Clean Title,Rental,1/29/2025,DODGE,Charger,,Sedan/Saloon,2022,5
2018 Tesla Model 3 Performance Dual Motor,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EB0JF180274/2018-tesla-model-3/,Used,"$16,950",Deep Blue Metallic,Black,"86,404 miles",Electric,,310 mi,Automatic Transmission,AWD,L - Electric,"West Covina, CA (32 miles away)",Listed 58 days ago,5YJ3E1EB0JF180274,JF180274,0,1,Clean Title,Personal,12/25/2024,TESLA,Model 3,,Sedan/Saloon,2018,5
2023 GMC Terrain SLT AWD,https://www.truecar.com/used-cars-for-sale/listing/3GKALVEG0PL186512/2023-gmc-terrain/,Used,"$21,998",Summit White,Jet Black,"53,718 miles",Gas,24 city / 28 highway,,Automatic Transmission,AWD,1.5L Inline-4 Gas Inline,"Hoover, AL (9 miles away)",Listed 1 day ago,3GKALVEG0PL186512,26830432,0,1,Clean Title,Rental,1/15/2025,GMC,Terrain,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,
2021 GMC Yukon XL Denali 2WD,https://www.truecar.com/used-cars-for-sale/listing/1GKS1JKL0MR468464/2021-gmc-yukon/,Used,"$52,899",Onyx Black,Jet Black,"45,599 miles",Gas,14 city / 20 highway,,Automatic Transmission,RWD,6.2L V-8 Gas V,"Kennesaw, GA (1933 miles away)",Listed 55 days ago,1GKS1JKL0MR468464,MR468464,0,2,Clean Title,Personal,12/28/2024,GMC,Yukon XL,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,7
2022 Chrysler Pacifica Hybrid Limited FWD,https://www.truecar.com/used-cars-for-sale/listing/2C4RC1S7XNR135322/2022-chrysler-pacifica/,Used,"$30,488",Silver Mist Clearcoat,Black/Alloy/Black,"33,735 miles",Plug-In Hybrid,,,Automatic Transmission,FWD,3.6L V-6 Plug-In Hybrid V,"Cumming, GA (1957 miles away)",Listed 12 days ago,2C4RC1S7XNR135322,XNR135322,0,1,Clean Title,Personal,2/9/2025,CHRYSLER,Pacifica,Limited,Minivan,2022,7
2023 BMW M235i Gran Coupe xDrive,https://www.truecar.com/used-cars-for-sale/listing/WBA13AL04P7L54499/2023-bmw-2-series/,Used,"$35,998",Brooklyn Gray Metallic,Magma Red,"27,754 miles",Gas,24 city / 33 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Columbus, GA (1931 miles away)",Listed 48 days ago,WBA13AL04P7L54499,N338387A,0,1,Clean Title,Personal,1/4/2025,BMW,M235i,xDrive GC,Sedan/Saloon,2023,
2021 Jeep Gladiator Rubicon,https://www.truecar.com/used-cars-for-sale/listing/1C6JJTBG2ML602777/2021-jeep-gladiator/,Used,"$35,900",Sarge Green Clearcoat,Black,"31,721 miles",Gas,16 city / 23 highway,,Automatic Transmission,4WD,3.6L V-6 Gas V,"Jackson, GA (1970 miles away)",Listed 31 days ago,1C6JJTBG2ML602777,R2110A,0,1,Clean Title,Personal,1/21/2025,JEEP,Gladiator,Rubicon,Pickup,2021,
2021 Nissan Rogue S FWD,https://www.truecar.com/used-cars-for-sale/listing/5N1AT3AA6MC775858/2021-nissan-rogue/,Used,"$17,964",Super Black,Charcoal,"43,506 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Canton, GA (1937 miles away)",Listed 131 days ago,5N1AT3AA6MC775858,H6819A,0,1,Clean Title,Personal,12/27/2024,NISSAN,Rogue,Grade S,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2021,5
2015 Hyundai Tucson SE FWD,https://www.truecar.com/used-cars-for-sale/listing/KM8JU3AG7FU955638/2015-hyundai-tucson/,Used,"$10,995",Diamond Silver Metallic,Black,"50,952 miles",Gas,21 city / 28 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Plano, TX (1257 miles away)",Listed 16 days ago,KM8JU3AG7FU955638,955638,0,2,Clean Title,Personal,2/5/2025,HYUNDAI,Tucson,GLS (Middle),Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2015,
2023 Fisker Ocean One AWD,https://www.truecar.com/used-cars-for-sale/listing/VCF1ZBU20PG005119/2023-fisker-ocean/,Used,"$23,000",Great White,Black Abyss Plus,360 miles,Electric,,360 mi,Automatic Transmission,AWD,L - Electric,"Union City, GA (1941 miles away)",Listed 139 days ago,VCF1ZBU20PG005119,005119,0,1,Clean Title,Personal,12/19/2024,FISKER,Ocean,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2023,5
2014 Honda Odyssey EX,https://www.truecar.com/used-cars-for-sale/listing/5FNRL5H49EB038967/2014-honda-odyssey/,Used,"$11,300",Gray,Gray,"106,026 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"North Attleborough, MA (2593 miles away)",Listed 13 days ago,5FNRL5H49EB038967,null,0,2,Clean Title,Personal,2/8/2025,HONDA,Odyssey,EX,Minivan,2014,
2022 Dodge Charger R/T RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDXCT6NH235574/2022-dodge-charger/,Used,"$29,420",Pitch Black Clearcoat,Black,"55,153 miles",Gas,16 city / 25 highway,,Automatic Transmission,RWD,5.7L V-8 Gas V,"Kennesaw, GA (1933 miles away)",Listed 5 days ago,2C3CDXCT6NH235574,NH235574,0,1,Clean Title,Rental,2/5/2025,DODGE,Charger,,Sedan/Saloon,2022,5
2022 Acura MDX Advance Package SH-AWD,https://www.truecar.com/used-cars-for-sale/listing/5J8YE1H89NL012787/2022-acura-mdx/,Used,"$39,998",Majestic Black Pearl,Black,"50,183 miles",Gas,19 city / 25 highway,,Automatic Transmission,AWD,3.5L V-6 Gas V,"Kennesaw, GA (9 miles away)",Listed 1 day ago,5J8YE1H89NL012787,26698402,0,1,Clean Title,Personal,2/5/2025,ACURA,MDX,ADV,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2022,7
2018 Kia Soul ! Automatic,https://www.truecar.com/used-cars-for-sale/listing/KNDJX3AA5J7523550/2018-kia-soul/,Used,"$14,916",Bright Silver,Black,"22,328 miles",Gas,26 city / 31 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Alpharetta, GA (1948 miles away)",Listed 68 days ago,KNDJX3AA5J7523550,A00203A,0,2,Clean Title,Personal,12/15/2024,KIA,Soul,EXCLAIM,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2018,5
2017 Acura MDX FWD with Technology Package,https://www.truecar.com/used-cars-for-sale/listing/5J8YD3H58HL001658/2017-acura-mdx/,Used,"$18,750",Crystal Black Pearl,Other,"83,330 miles",Gas,19 city / 27 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Savannah, GA (2151 miles away)",Listed 35 days ago,5J8YD3H58HL001658,14579,1 Accident,1,Clean Title,Personal,1/31/2025,ACURA,MDX,Tech,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2017,
2016 Cadillac SRX Luxury Collection AWD,https://www.truecar.com/used-cars-for-sale/listing/3GYFNEE35GS506965/2016-cadillac-srx/,Used,"$9,990",Black Raven,Ebony With Ebony Accents,"113,953 miles",Gas,16 city / 23 highway,,Automatic Transmission,AWD,3.6L V-6 Gas V,"Fairless Hills, PA (2418 miles away)",Listed 388 days ago,3GYFNEE35GS506965,GS506965,0,4,Clean Title,Fleet,2/9/2025,CADILLAC,SRX,Luxury,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2016,
