Car Name,Car Webpage,Car Health,Price,Exterior,Interior,Miles,Fuel Type,Fuel Efficiency (mileage),EPA Range,Transmission,Drivetrain,Engine,Location,Listing Status,VIN,Stock Number,Accidents,Owners,Car Title Status,Use Type,Vehicle Last Inspected
2017 Nissan Versa 1.6 SV CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1CN7AP5HL861386/2017-nissan-versa/,Used,"$7,995",Fresh Powder,Charcoal,"88,102 miles",Gas,31 city / 39 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"El Paso, TX",Listed 33 days ago,3N1CN7AP5HL861386,11395J,0,3,Clean Title,Rental,1/16/2025
2015 Cadillac XTS Premium FWD,https://www.truecar.com/used-cars-for-sale/listing/2G61P5S39F9172789/2015-cadillac-xts/,Used,"$10,500",Radiant Silver Metallic,Jet Black,"124,461 miles",Gas,18 city / 28 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"El Paso, TX",Listed 44 days ago,2G61P5S39F9172789,72789,0,2,Clean Title,Personal,12/14/2024
2024 Dodge Hornet R/T Plus EAWD,https://www.truecar.com/used-cars-for-sale/listing/ZACPDFDW9R3A11050/2024-dodge-hornet/,Used,"$29,677",8 Ball,Black,"1,406 miles",Plug-In Hybrid,,,Automatic Transmission,AWD,1.3L Inline-4 Plug-In Hybrid Inline,"El Paso, TX",Listed 35 days ago,ZACPDFDW9R3A11050,E6751,0,1,Clean Title,Personal,1/14/2025
2023 Ford F-150 XLT SuperCrew 5.5' Box 2WD,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1C83PKD69719/2023-ford-f-150/,Used,"$33,998",Black,Black,"25,138 miles",Gas,20 city / 24 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"El Paso, TX",Listed 4 days ago,1FTEW1C83PKD69719,26563132,0,0,Clean Title,Personal,1/13/2025
2020 Tesla Model 3 Performance Dual Motor AWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EC7LF736429/2020-tesla-model-3/,Used,"$29,500",Pearl White Multi-Coat,Black,"24,476 miles",Electric,,310 mi,Automatic Transmission,AWD,L - Electric,"El Paso, TX",Listed 6 days ago,5YJ3E1EC7LF736429,40555,0,1,Clean Title,Personal,2/12/2025
2015 Jeep Grand Cherokee Limited RWD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJEBG0FC707408/2015-jeep-grand-cherokee/,Used,"$15,291",Brilliant Black Crystal Pearlcoat,Black,"49,978 miles",Gas,17 city / 25 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"El Paso, TX",Listed 14 days ago,1C4RJEBG0FC707408,DE250163A,0,1,Clean Title,Personal,2/4/2025
2016 Porsche Cayman Black Edition,https://www.truecar.com/used-cars-for-sale/listing/WP0AA2A86GK170945/2016-porsche-cayman/,Used,"$39,900",Black,Black,"42,241 miles",Gas,,,Manual Transmission,RWD,2.7L Flat-6 Gas Flat,"El Paso, TX",Listed 16 days ago,WP0AA2A86GK170945,L24040Z,0,4,Clean Title,Personal,2/2/2025
2016 Kia Soul Base Automatic,https://www.truecar.com/used-cars-for-sale/listing/KNDJN2A24G7394346/2016-kia-soul/,Used,"$8,900",Clear White,Black,"99,032 miles",Gas,24 city / 30 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"El Paso, TX",Listed 5 days ago,KNDJN2A24G7394346,K936396C,0,2,Clean Title,Personal,2/13/2025
2024 Toyota Land Cruiser 4WD,https://www.truecar.com/used-cars-for-sale/listing/JTEABFAJ6RK011879/2024-toyota-land-cruiser/,Used,"$56,998",Black,Java,"11,248 miles",Hybrid,22 city / 25 highway,,Automatic Transmission,4WD,2.4L Inline-4 Hybrid Inline,"El Paso, TX",Listed 3 days ago,JTEABFAJ6RK011879,26442057,0,1,Clean Title,Personal,2/15/2025
2021 BMW 530i xDrive,https://www.truecar.com/used-cars-for-sale/listing/WBA13BJ07MCF69051/2021-bmw-5-series/,Used,"$25,750",Jet Black,Black,"60,341 miles",Gas,23 city / 32 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"El Paso, TX",Listed 14 days ago,WBA13BJ07MCF69051,69051,0,2,Clean Title,Mixed,2/4/2025
2020 Dodge Challenger GT RWD,https://www.truecar.com/used-cars-for-sale/listing/2C3CDZJG7LH156476/2020-dodge-challenger/,Used,"$20,981",Granite Pearlcoat,Black,"33,930 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"El Paso, TX",Listed 51 days ago,2C3CDZJG7LH156476,LH156476,0,2,Clean Title,Rental,12/29/2024
2013 Volkswagen Beetle Turbo Sunroof/Sound/Navigation Coupe Manual (PZEV),https://www.truecar.com/used-cars-for-sale/listing/3VW4A7AT4DM657156/2013-volkswagen-beetle/,Used,"$12,379",Reflex Silver Metallic,Black,"63,181 miles",Gas,21 city / 30 highway,,Manual Transmission,FWD,2.0L Inline-4 Gas Inline,"El Paso, TX",Listed 59 days ago,3VW4A7AT4DM657156,3RD657156,0,4,Clean Title,Personal,12/21/2024
2022 Nissan Altima 2.5 SV FWD,https://www.truecar.com/used-cars-for-sale/listing/1N4BL4DV5NN388002/2022-nissan-altima/,Used,"$19,291",Brilliant Silver Metallic,Charcoal,"31,575 miles",Gas,27 city / 37 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"El Paso, TX",Listed 67 days ago,1N4BL4DV5NN388002,VZTVF024,0,1,Clean Title,Rental,12/12/2024
2023 Hyundai Sonata SEL Plus 1.6T,https://www.truecar.com/used-cars-for-sale/listing/KMHL44J25PA283116/2023-hyundai-sonata/,Used,"$19,999",Ultimate Red,Black,"31,365 miles",Gas,27 city / 37 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"El Paso, TX",Listed 14 days ago,KMHL44J25PA283116,283116,0,2,Clean Title,Fleet,2/4/2025
2021 Tesla Model 3 Standard Range Plus RWD,https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EA6MF021285/2021-tesla-model-3/,Used,"$22,998",Deep Blue Metallic,Black,"49,759 miles",Electric,,263 mi,Automatic Transmission,RWD,L - Electric,"El Paso, TX",Listed 2 days ago,5YJ3E1EA6MF021285,26102414,0,2,Clean Title,Personal,2/16/2025
2015 Kia Soul + Automatic,https://www.truecar.com/used-cars-for-sale/listing/KNDJP3A50F7184366/2015-kia-soul/,Used,"$9,991",Titanium Gray,Black,"70,576 miles",Gas,23 city / 31 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"El Paso, TX",Listed 9 days ago,KNDJP3A50F7184366,184366,0,2,Clean Title,Rental,2/9/2025
2019 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0HD8KR173528/2019-ford-fusion/,Used,"$9,495",White Gold Metallic,Light Putty,"122,857 miles",Gas,23 city / 34 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Fort Worth, TX",Listed 9 days ago,3FA6P0HD8KR173528,A-809,0,2,Clean Title,Personal,2/9/2025
2017 Nissan Armada Platinum RWD,https://www.truecar.com/used-cars-for-sale/listing/JN8AY2NFXH9301781/2017-nissan-armada/,Used,"$20,443",Super Black,Almond,"78,575 miles",Gas,14 city / 19 highway,,Automatic Transmission,RWD,5.6L V-8 Gas V,"Dallas, TX",Listed 28 days ago,JN8AY2NFXH9301781,H9301781P,0,1,Clean Title,Personal,1/21/2025
2014 Toyota Camry 2014 Hybrid LE,https://www.truecar.com/used-cars-for-sale/listing/4T1BD1FK5EU135367/2014-toyota-camry/,Used,"$13,590",Cosmic Gray Mica,Black,"82,939 miles",Hybrid,43 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Hybrid Inline,"Irving, TX",Listed 17 days ago,4T1BD1FK5EU135367,PLD245007B,0,1,Clean Title,Personal,2/1/2025
2019 Chevrolet Tahoe LT RWD,https://www.truecar.com/used-cars-for-sale/listing/1GNSCBKC9KR176179/2019-chevrolet-tahoe/,Used,"$14,995",Summit White,Jet Black,"201,741 miles",Gas,15 city / 22 highway,,Automatic Transmission,RWD,5.3L V-8 Gas V,"Arlington, TX",Listed 31 days ago,1GNSCBKC9KR176179,M5570,0,3,Clean Title,Mixed,1/18/2025
2018 Chevrolet Malibu LT with 1LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST6JF135863/2018-chevrolet-malibu/,Used,"$10,990",Nightfall Gray Metallic,Jet Black,"102,976 miles",Gas,27 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Irving, TX",Listed 4 days ago,1G1ZD5ST6JF135863,MHF251254A,0,2,Clean Title,Mixed,2/14/2025
2023 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST3PF139118/2023-chevrolet-malibu/,Used,"$17,538",Dark Ash Metallic,Jet Black,"37,346 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"ARLINGTON, TX",Listed 2 days ago,1G1ZD5ST3PF139118,PF139118,0,1,Clean Title,Rental,2/16/2025
2015 Dodge Challenger SXT Automatic,https://www.truecar.com/used-cars-for-sale/listing/2C3CDZAG3FH850571/2015-dodge-challenger/,Used,"$11,950",Billet Silver Metallic Clearcoat,Black/Tungsten,"123,040 miles",Gas,19 city / 30 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Arlington, TX",Listed 13 days ago,2C3CDZAG3FH850571,850571,0,2,Clean Title,Fleet,2/5/2025
2014 Honda CR-V EX FWD,https://www.truecar.com/used-cars-for-sale/listing/5J6RM3H57EL014913/2014-honda-cr-v/,Used,"$9,250",White Diamond Pearl,Unknown,"149,322 miles",Gas,23 city / 31 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Arlington, TX",Listed 100 days ago,5J6RM3H57EL014913,251010,0,3,Clean Title,Fleet,1/24/2025
2015 Nissan Altima 2.5 SL,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP9FC114018/2015-nissan-altima/,Used,"$10,900",Java Metallic,Beige,"81,857 miles",Gas,27 city / 38 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Arlington, TX",Listed 11 days ago,1N4AL3AP9FC114018,1408,0,2,Clean Title,Personal,2/7/2025
2023 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST3PF169946/2023-chevrolet-malibu/,Used,"$14,799",Sterling Gray Metallic,Jet Black,"64,804 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Irving, TX",Listed 3 days ago,1G1ZD5ST3PF169946,51394092,0,1,Clean Title,Personal,2/15/2025
"2018 Ram 1500 Laramie Crew Cab 5'7"" Box 4WD",https://www.truecar.com/used-cars-for-sale/listing/1C6RR7NM4JS356918/2018-ram-1500/,Used,"$14,475",Pearl White,Lt Frost Beige/Brown,"196,032 miles",Diesel,16 city / 23 highway,,Automatic Transmission,4WD,3.0L V-6 Diesel V,"Arlington, TX",Listed 113 days ago,1C6RR7NM4JS356918,356918,0,2,Clean Title,Personal,1/11/2025
2019 Ford Super Duty F-250 XL 4WD Crew Cab 6.75' Box,https://www.truecar.com/used-cars-for-sale/listing/1FT7W2B66KEC22834/2019-ford-super-duty-f-250/,Used,"$19,995",White Platinum Metallic Tri-Coat,Gray,"188,156 miles",Gas,,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Arlington, TX",Listed 280 days ago,1FT7W2B66KEC22834,M4835,0,1,Clean Title,Personal,2/13/2025
2014 Ford Escape SE FWD,https://www.truecar.com/used-cars-for-sale/listing/1FMCU0GX1EUC84352/2014-ford-escape/,Used,"$6,396",Oxford White,Medium Light Stone,"126,062 miles",Gas,23 city / 32 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Fort Worth, TX",Listed 74 days ago,1FMCU0GX1EUC84352,EUC84352T,0,3,Clean Title,Fleet,12/6/2024
2022 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5STXNF179922/2022-chevrolet-malibu/,Used,"$17,000",Mineral Gray Metallic,Jet Black,"54,696 miles",Gas,29 city / 36 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Arlington, TX",Listed 2 days ago,1G1ZD5STXNF179922,NF179922,0,2,Clean Title,Rental,2/16/2025
2017 Ford Super Duty F-350 XL SuperCab 8' Bed 4WD SRW,https://www.truecar.com/used-cars-for-sale/listing/1FT8X3B63HEE80535/2017-ford-super-duty-f-350/,Used,"$19,995",Oxford White,Medium Earth Gray,"182,078 miles",Gas,,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Arlington, TX",Listed 280 days ago,1FT8X3B63HEE80535,M5002,0,1,Clean Title,Fleet,2/14/2025
2023 Chevrolet Malibu LT,https://www.truecar.com/used-cars-for-sale/listing/1G1ZD5ST3PF247917/2023-chevrolet-malibu/,Used,"$17,547",Mineral Gray Metallic,Jet Black,"37,108 miles",Gas,27 city / 35 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"ARLINGTON, TX",Listed 2 days ago,1G1ZD5ST3PF247917,PF247917,0,1,Clean Title,Rental,2/16/2025
2020 Ford EcoSport SE FWD,https://www.truecar.com/used-cars-for-sale/listing/MAJ3S2GE0LC318147/2020-ford-ecosport/,Used,"$10,982",Diamond White,Ebony Black,"68,754 miles",Gas,27 city / 29 highway,,Automatic Transmission,FWD,1.0L Inline-3 Gas Inline,"Arlington, TX",Listed 51 days ago,MAJ3S2GE0LC318147,LC318147,0,1,Clean Title,Personal,12/28/2024
2015 Jeep Grand Cherokee Overland RWD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJECG8FC920363/2015-jeep-grand-cherokee/,Used,"$11,495",Granite Crystal Metallic Clearcoat,Black,"127,110 miles",Gas,17 city / 25 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Fort Worth, TX",Listed 23 days ago,1C4RJECG8FC920363,P1092,0,1,Clean Title,Personal,1/17/2025
2015 Chevrolet Silverado 2500HD WT Crew Cab Standard Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GC1KUEG3FF104869/2015-chevrolet-silverado-2500hd/,Used,"$15,995",Summit White,Gray,"201,146 miles",Gas,,,Automatic Transmission,4WD,6.0L V-8 Gas V,"Arlington, TX",Listed 207 days ago,1GC1KUEG3FF104869,M4664,0,1,Clean Title,Fleet,12/23/2024
2018 Nissan Versa Note SV CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1CE2CP9JL361379/2018-nissan-versa/,Used,"$10,550",Gun Metallic,Charcoal,"44,826 miles",Gas,31 city / 39 highway,,Automatic Transmission,FWD,1.6L Inline-4 Gas Inline,"Euless, TX",Listed 8 days ago,3N1CE2CP9JL361379,N2025-024,0,1,Clean Title,Fleet,2/10/2025
2019 Ford Super Duty F-250 XL 4WD Crew Cab 6.75' Box,https://www.truecar.com/used-cars-for-sale/listing/1FT7W2B67KED13854/2019-ford-super-duty-f-250/,Used,"$19,995",Oxford White,Medium Earth Gray,"191,948 miles",Gas,,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Arlington, TX",Listed 280 days ago,1FT7W2B67KED13854,M4993,0,2,Clean Title,Fleet,2/8/2025
2014 Dodge Dart SXT,https://www.truecar.com/used-cars-for-sale/listing/1C3CDFBBXED819816/2014-dodge-dart/,Used,"$4,995",Blue Streak Pearlcoat,Black,"170,841 miles",Gas,22 city / 35 highway,,Automatic Transmission,FWD,2.4L Inline-4 Gas Inline,"Arlington, TX",Listed 94 days ago,1C3CDFBBXED819816,251015,0,2,Clean Title,Fleet,1/30/2025
2017 Ford Fusion SE FWD,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0HD7HR299629/2017-ford-fusion/,Used,"$9,486",White Platinum Metallic Tri-Coat,Ebony,"94,163 miles",Gas,21 city / 32 highway,,Automatic Transmission,FWD,1.5L Inline-4 Gas Inline,"Grapevine, TX",Listed 24 days ago,3FA6P0HD7HR299629,HR299629A,0,2,Clean Title,Personal,1/25/2025
2014 Porsche Cayenne Platinum Edition AWD,https://www.truecar.com/used-cars-for-sale/listing/WP1AA2A25ELA92093/2014-porsche-cayenne/,Used,"$22,900",Black,Tan,"52,000 miles",Gas,17 city / 23 highway,,Automatic Transmission,AWD,3.6L V-6 Gas V,"Arlington, TX",Listed 109 days ago,WP1AA2A25ELA92093,2093,0,2,Clean Title,Fleet,1/15/2025
2019 Nissan Frontier SV Crew Cab 2WD Automatic,https://www.truecar.com/used-cars-for-sale/listing/1N6DD0ER2KN748894/2019-nissan-frontier/,Used,"$12,995",Magnetic Black Pearl,Steel,"106,395 miles",Gas,16 city / 22 highway,,Automatic Transmission,RWD,4.0L V-6 Gas V,"Arlington, TX",Listed 66 days ago,1N6DD0ER2KN748894,251080,0,1,Clean Title,Personal,12/14/2024
2015 BMW 320i Sedan RWD,https://www.truecar.com/used-cars-for-sale/listing/WBA3B1G58FNT63931/2015-bmw-3-series/,Used,"$6,995",Jet Black,Black,"134,300 miles",Gas,24 city / 36 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Arlington, TX",Listed 407 days ago,WBA3B1G58FNT63931,T63931,0,3,Clean Title,Personal,1/18/2025
2017 Kia Forte LX Sedan Manual,https://www.truecar.com/used-cars-for-sale/listing/3KPFK4A75HE084536/2017-kia-forte/,Used,"$9,995",Clear White,Black,"45,522 miles",Gas,25 city / 34 highway,,Manual Transmission,FWD,2.0L Inline-4 Gas Inline,"North Richland Hills, TX",Listed 13 days ago,3KPFK4A75HE084536,MM10948,0,2,Clean Title,Personal,2/5/2025
2022 Ram 2500 Tradesman Crew Cab 8' Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/3C6UR5HJ5NG308602/2022-ram-2500/,Used,"$25,995",Billet Silver Metallic Clearcoat,Diesel Gray/Black,"113,029 miles",Gas,,,Automatic Transmission,4WD,6.4L V-8 Gas V,"Arlington, TX",Listed 9 days ago,3C6UR5HJ5NG308602,M5638,0,1,Clean Title,Fleet,2/9/2025
2015 Chevrolet Silverado 2500HD WT Crew Cab Standard Box 4WD,https://www.truecar.com/used-cars-for-sale/listing/1GC1KUEG5FF140076/2015-chevrolet-silverado-2500hd/,Used,"$14,995",Summit White,Gray,"229,756 miles",Gas,,,Automatic Transmission,4WD,6.0L V-8 Gas V,"Arlington, TX",Listed 142 days ago,1GC1KUEG5FF140076,M5275,0,1,Clean Title,Fleet,12/13/2024
2003 Cadillac DeVille Sedan,https://www.truecar.com/used-cars-for-sale/listing/1G6KD54Y93U258933/2003-cadillac-deville/,Used,"$11,988",White,Beige,"32,147 miles",Gas,18 city / 27 highway,,Automatic Transmission,FWD,4.6L V-8 Gas V,"Arlington, TX",Listed 5 days ago,1G6KD54Y93U258933,2540,0,2,Clean Title,Personal,2/13/2025
"2016 Ford Super Duty F-250 Lariat Crew Cab 156"" 4WD",https://www.truecar.com/used-cars-for-sale/listing/1FT7W2B62GEB13259/2016-ford-super-duty-f-250/,Used,"$36,992",Shadow Black,Black,"63,171 miles",Gas,,,Automatic Transmission,4WD,6.2L V-8 Gas V,"Corpus Christi, TX",Listed 24 days ago,1FT7W2B62GEB13259,GEB13259,0,2,Clean Title,Personal,1/25/2025
2019 Ford Mustang EcoBoost Premium Fastback,https://www.truecar.com/used-cars-for-sale/listing/1FA6P8TH9K5175042/2019-ford-mustang/,Used,"$18,988",Magnetic Metallic,Ebony,"71,421 miles",Gas,21 city / 31 highway,,Automatic Transmission,RWD,2.3L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 112 days ago,1FA6P8TH9K5175042,U175042,0,1,Clean Title,Personal,1/12/2025
2023 Lexus UX 250h F SPORT Handling FWD,https://www.truecar.com/used-cars-for-sale/listing/JTHR6JBH5P2151492/2023-lexus-ux/,Used,"$26,999",Redline With Obsidian Roof,F-Sport Black,"53,533 miles",Hybrid,43 city / 41 highway,,Automatic Transmission,FWD,2.0L Inline-4 Hybrid Inline,"Corpus Christi, TX",Listed 135 days ago,JTHR6JBH5P2151492,P2151492A,0,1,Clean Title,Personal,12/20/2024
2020 Toyota Camry SE Nightshade FWD Automatic,https://www.truecar.com/used-cars-for-sale/listing/4T1G11AK0LU369452/2020-toyota-camry/,Used,"$20,012",Midnight Black Metallic,Black,"71,764 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,2.5L Inline-4 Gas Inline,"Alice, TX",Listed 8 days ago,4T1G11AK0LU369452,C3220B,0,3,Clean Title,Fleet,2/10/2025
2016 Honda Accord LX Sedan I4 Manual,https://www.truecar.com/used-cars-for-sale/listing/1HGCR2E38GA192369/2016-honda-accord/,Used,"$10,995",Lunar Silver Metallic,Black,"135,697 miles",Gas,23 city / 34 highway,,Manual Transmission,FWD,2.4L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 42 days ago,1HGCR2E38GA192369,GA192369,0,2,Clean Title,Personal,1/7/2025
2021 Chevrolet Trax LS FWD,https://www.truecar.com/used-cars-for-sale/listing/KL7CJKSB6MB322377/2021-chevrolet-trax/,Used,"$16,536",Mosaic Black Metallic,Jet Black,"22,356 miles",Gas,24 city / 32 highway,,Automatic Transmission,FWD,1.4L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 10 days ago,KL7CJKSB6MB322377,PKV7117A,0,1,Clean Title,Personal,2/8/2025
2023 Ford Edge Titanium,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4K97PBA19712/2023-ford-edge/,Used,"$19,995",Iconic Silver Metallic,Ebony,"56,359 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 6 days ago,2FMPK4K97PBA19712,PBA19712,0,1,Clean Title,Personal,2/12/2025
2021 Jeep Grand Cherokee L Limited RWD,https://www.truecar.com/used-cars-for-sale/listing/1C4RJJBG5M8195847/2021-jeep-grand-cherokee/,Used,"$24,791",Baltic Gray Metallic Clearcoat,Global Black,"63,650 miles",Gas,19 city / 26 highway,,Automatic Transmission,RWD,3.6L V-6 Gas V,"Corpus Christi, TX",Listed 67 days ago,1C4RJJBG5M8195847,M8195847A,0,1,Clean Title,Personal,12/13/2024
2016 Honda Odyssey EX-L,https://www.truecar.com/used-cars-for-sale/listing/5FNRL5H6XGB019509/2016-honda-odyssey/,Used,"$11,677",Deep Scarlet Pearl,Beige,"143,471 miles",Gas,19 city / 28 highway,,Automatic Transmission,FWD,3.5L V-6 Gas V,"Corpus Christi, TX",Listed 48 days ago,5FNRL5H6XGB019509,GB019509,0,2,Clean Title,Personal,1/1/2025
2024 Hyundai Elantra SEL IVT,https://www.truecar.com/used-cars-for-sale/listing/KMHLM4DG2RU809260/2024-hyundai-elantra/,Used,"$20,973",Intense Blue,Gray,58 miles,Gas,31 city / 40 highway,,Automatic Transmission,FWD,2.0L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 67 days ago,KMHLM4DG2RU809260,PKV7101,0,1,Clean Title,Personal,12/13/2024
2022 Toyota Tacoma SR5 Access Cab 6' Bed V6 4WD Automatic,https://www.truecar.com/used-cars-for-sale/listing/3TYSZ5AN3NT102052/2022-toyota-tacoma/,Used,"$27,968",Barcelona Red Metallic,Cement,"40,865 miles",Gas,18 city / 22 highway,,Automatic Transmission,4WD,3.5L V-6 Gas V,"Corpus Christi, TX",Listed 89 days ago,3TYSZ5AN3NT102052,PKV7083,0,1,Clean Title,Rental,2/4/2025
2023 Ford Edge SEL,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4J95PBA25056/2023-ford-edge/,Used,"$18,701",Oxford White,Ebony,"65,544 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 10 days ago,2FMPK4J95PBA25056,PBA25056,0,1,Clean Title,Rental,2/8/2025
2019 Buick Enclave Essence FWD,https://www.truecar.com/used-cars-for-sale/listing/5GAERBKW8KJ208960/2019-buick-enclave/,Used,"$12,717",Pepperdust Metallic,Shale,"119,121 miles",Gas,18 city / 26 highway,,Automatic Transmission,FWD,3.6L V-6 Gas V,"Corpus Christi, TX",Listed 35 days ago,5GAERBKW8KJ208960,K048495B,0,2,Clean Title,Personal,1/14/2025
2021 Dodge Durango R/T AWD,https://www.truecar.com/used-cars-for-sale/listing/1C4SDJCT8MC662843/2021-dodge-durango/,Used,"$28,500",Db Black Clearcoat,Black,"56,374 miles",Gas,14 city / 22 highway,,Automatic Transmission,AWD,5.7L V-8 Gas V,"Corpus Christi, TX",Listed 100 days ago,1C4SDJCT8MC662843,MC662843,0,2,Clean Title,Personal,1/24/2025
2019 Mercedes-Benz GLC 300 RWD,https://www.truecar.com/used-cars-for-sale/listing/WDC0G4JB5KF589723/2019-mercedes-benz-glc/,Used,"$21,703",Polar White,Gray,"47,403 miles",Gas,22 city / 27 highway,,Automatic Transmission,RWD,2.0L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 41 days ago,WDC0G4JB5KF589723,KF589723,0,2,Clean Title,Fleet,1/8/2025
2023 Ford Edge SEL,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4J96PBA31318/2023-ford-edge/,Used,"$21,558",Iconic Silver Metallic,Ebony,"39,516 miles",Gas,21 city / 28 highway,,Automatic Transmission,AWD,2.0L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 35 days ago,2FMPK4J96PBA31318,PKV7139,0,1,Clean Title,Rental,1/14/2025
2017 Nissan Sentra S CVT,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP7HY372040/2017-nissan-sentra/,Used,"$10,488",Super Black,Charcoal,"91,177 miles",Gas,29 city / 37 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 19 days ago,3N1AB7AP7HY372040,HY372040,0,2,Clean Title,Fleet,1/30/2025
2019 Subaru Impreza 2.0i Limited 4-door CVT,https://www.truecar.com/used-cars-for-sale/listing/4S3GKAS64K3615071/2019-subaru-impreza/,Used,"$15,673",Crystal White Pearl,Ivory,"75,608 miles",Gas,28 city / 38 highway,,Automatic Transmission,AWD,2.0L Flat-4 Gas Flat,"Alice, TX",Listed 8 days ago,4S3GKAS64K3615071,P1583,0,1,Clean Title,Personal,2/10/2025
2013 Honda Civic LX Sedan Automatic,https://www.truecar.com/used-cars-for-sale/listing/2HGFB2F55DH573272/2013-honda-civic/,Used,"$10,202",Dyno Blue Pearl,Gray,"110,001 miles",Gas,28 city / 39 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 28 days ago,2HGFB2F55DH573272,DH573272,0,2,Clean Title,Personal,1/21/2025
2020 Ford Expedition Limited RWD,https://www.truecar.com/used-cars-for-sale/listing/1FMJU1KT2LEA15091/2020-ford-expedition/,Used,"$18,885",Agate Black,Ebony,"139,800 miles",Gas,17 city / 23 highway,,Automatic Transmission,RWD,3.5L V-6 Gas V,"Corpus Christi, TX",Listed 33 days ago,1FMJU1KT2LEA15091,LEA15091,0,1,Clean Title,Personal,1/16/2025
2014 Toyota Corolla L Automatic,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE7EC149228/2014-toyota-corolla/,Used,"$11,403",Classic Silver Metallic,Steel Gray,"86,622 miles",Gas,27 city / 36 highway,,Automatic Transmission,FWD,1.8L Inline-4 Gas Inline,"Corpus Christi, TX",Listed 3 days ago,2T1BURHE7EC149228,EC149228,0,4,Clean Title,Personal,2/15/2025
